PursuitID	Age	Gender	AgeNotes	SubjectType	InjuryType
1829	19	MALE		Violator	No Injury
1842	19	MALE		Violator	No Injury
1842	19	MALE		Violator Passengers	No Injury
1876	19	MALE		Violator	Non-incapacitating Injury
1880	19	MALE		Violator	No Injury
1882	19	MALE		Violator	No Injury
1944	19	MALE		Violator	Incapacitating Injury
1944	19	FEMALE		Violator Passengers	Possible Injury
1945	19	MALE		Violator	Possible Injury
2001	19	MALE		Violator	No Injury
2020	19	MALE		Violator	No Injury
2021	19	MALE		Violator Passengers	No Injury
2047	19	MALE		Violator	No Injury
2064	19	MALE		Violator Passengers	No Injury
2073	19	MALE		Violator Passengers	Possible Injury
2073	19	MALE		Violator Passengers	Possible Injury
2073	19	MALE		Violator Passengers	Possible Injury
2082	19	MALE		Violator	No Injury
2119	19	MALE		Violator	No Injury
2122	19	MALE		Violator	No Injury
2124	19	MALE		Violator	No Injury
2141	19	MALE		Violator	Non-incapacitating Injury
2167	19	MALE		Violator	No Injury
2200	19	Male		Violator	Unknown
2227	19	Male		Violator	No Injury
2227	19	Male		Violator Passengers	No Injury
2259	19	Female		Party in Unrelated Vehicle	No Injury
2266	19	Male		Violator	No Injury
2271	19	Male		Violator	Incapacitating Injury
2273	19	Female		Violator	No Injury
2285	19	Female		Violator Passengers	No Injury
2291	19	Male		Violator	No Injury
2297	19	Male		Violator	No Injury
2297	19	Female		Violator Passengers	No Injury
2302	19	Male		Violator	Non-incapacitating Injury
2303	19	Female		Violator Passengers	No Injury
2305	19	Male		Violator	No Injury
2305	19	Male		Violator Passengers	No Injury
2318	19	Male		Violator	No Injury
2339	19	Male		Violator Passengers	No Injury
2342	19	Male		Violator Passengers	No Injury
2342	19	Male		Violator Passengers	No Injury
2342	19	Male		Violator Passengers	No Injury
2342	19	Male		Violator Passengers	No Injury
2368	19	Male		Violator	No Injury
2384	19	Male		Violator	No Injury
2386	19	Male		Violator	No Injury
2443	19	Male		Violator	Possible Injury
2453	19	Male		Violator	No Injury
2458	19	Male		Violator	No Injury
2463	19	Male		Violator	No Injury
2466	19	Male		Violator	No Injury
2487	19	Male		Violator	Unknown
2487	19	Male		Violator Passengers	Unknown
2490	19	Male		Violator	Possible Injury
2517	19	Male		Violator	No Injury
2518	19	Female		Violator	No Injury
2526	19	Female		Violator	No Injury
2536	19	Male		Violator	Possible Injury
2551	19	Male		Violator	No Injury
2575	19	Male		Violator	No Injury
2628	19	Male		Violator	Unknown
2652	19	Male		Violator	No Injury
2734	19	Male		Violator	Unknown
2737	19	Male		Violator	Unknown
2781	19	Male		Violator Passengers	Possible Injury
2783	19	Male		Violator	No Injury
2801	19	Male		Violator	No Injury
2801	19	Male		Violator Passengers	No Injury
2819	19	Female		Violator Passengers	No Injury
2839	19	Male		Violator	No Injury
2864	19	Female		Party in Unrelated Vehicle	No Injury
2885	19	Male		Violator	No Injury
2885	19	Male		Violator Passengers	No Injury
2899	19	Male		Violator	Possible Injury
2910	19	Male		Violator	No Injury
2921	19	Male		Violator	No Injury
2923	19	Male		Party in Unrelated Vehicle	No Injury
2936	19	Male		Violator Passengers	Unknown
2956	19	Male		Violator	No Injury
2964	19	Male		Violator	No Injury
2970	19	Male		Violator	No Injury
2970	19	Female		Violator Passengers	No Injury
2970	19	Male		Violator Passengers	No Injury
2970	19	Male		Violator Passengers	No Injury
2979	19	Male		Violator	Possible Injury
2983	19	Male		Violator	Incapacitating Injury
2993	19	Male		Violator	No Injury
2994	19	Male		Violator	No Injury
3039	19	Male		Violator	No Injury
3039	19	Male		Violator Passengers	No Injury
3046	19	Female		Violator Passengers	No Injury
3049	19	Male		Violator	Unknown
3078	19	Male		Violator Passengers	No Injury
3099	19	Male		Violator	No Injury
3104	19	Male		Violator	No Injury
3111	19	Female		Violator	No Injury
3114	19	Male		Violator	Non-incapacitating Injury
3149	19	Male		Violator Passengers	No Injury
3153	19	Female		Violator Passengers	No Injury
3174	19	Male		Violator	No Injury
3177	19	Female		Violator Passengers	No Injury
3204	19	Male		Violator Passengers	Unknown
3223	19	Male		Violator	Possible Injury
3264	19	Male		Violator	No Injury
3264	19	Female		Violator Passengers	No Injury
3275	19	Male		Violator	No Injury
3291	19	Male		Violator	No Injury
3310	19	Male		Violator Passengers	Non-incapacitating Injury
3315	19	Female		Violator Passengers	No Injury
3315	19	Female		Violator Passengers	No Injury
3318	19	Male		Violator Passengers	No Injury
3326	19	Male		Violator	No Injury
3326	19	Male		Violator Passengers	No Injury
3329	19	Male		Violator Passengers	No Injury
3339	19	Male		Violator	No Injury
3341	19	Male		Violator	No Injury
3369	19	Male		Violator	No Injury
3377	19	Female		Violator	No Injury
3380	19	Male		Violator	No Injury
3405	19	Female		Violator Passengers	No Injury
3409	19	Male		Violator	No Injury
3410	19	Male		Violator	No Injury
3419	19	Male		Violator	No Injury
3438	19	Female		Violator	Possible Injury
3469	19	Male		Violator	Unknown
3524	19	Male		Violator	No Injury
3524	19	Male		Violator Passengers	No Injury
3524	19	Male		Violator Passengers	No Injury
3539	19	Male		Violator	No Injury
3580	19	Male		Violator	Unknown
3604	19	Male		Violator	No Injury
3648	19	Female		Violator	No Injury
3658	19	Male		Violator	No Injury
3709	19	Male		Violator Passengers	No Injury
3721	19	M - Male		Violator	Possible Injury
3739	19	M - Male		Violator	Unknown
3756	19	M - Male		Violator	Unknown
3826	19	M - Male		Violator	No Injury
3859	19	M - Male		Violator Passengers	No Injury
3879	19	F - Female		Violator Passengers	Non-incapacitating Injury
3891	19	M - Male		Violator	No Injury
3895	19	M - Male		Violator	No Injury
3920	19	M - Male		Violator	No Injury
3939	19	M - Male		Violator	No Injury
3944	19	M - Male		Violator Passengers	No Injury
3966	19	M - Male		Violator	No Injury
4017	19	M - Male		Violator	No Injury
4023	19	M - Male		Violator	No Injury
4025	19	M - Male		Violator	No Injury
4052	19	M - Male		Violator	No Injury
4057	19	M - Male		Violator	No Injury
4096	19	M - Male		Violator	No Injury
4121	19	M - Male		Violator	No Injury
4121	19	M - Male		Violator Passengers	No Injury
4215	19	M - Male		Violator	No Injury
4216	19	M - Male		Violator	Non-incapacitating Injury
4225	19	M - Male		Violator	No Injury
4233	19	M - Male		Violator Passengers	No Injury
4237	19	F - Female		Violator	No Injury
4245	19	M - Male		Violator	No Injury
4253	19	M - Male		Violator	No Injury
4267	19	M - Male		Violator	No Injury
4283	19	M - Male		Violator Passengers	No Injury
4304	19	M - Male		Violator	No Injury
4304	19	F - Female		Violator Passengers	No Injury
4329	19	M - Male		Violator Passengers	No Injury
4332	19	M - Male		Violator Passengers	No Injury
4370	19	M - Male		Violator	No Injury
4385	19	F - Female		Violator Passengers	No Injury
4399	19	F - Female		Violator	No Injury
4400	19	M - Male		Violator	No Injury
4406	19	M - Male		Violator	Non-incapacitating Injury
4418	19	M - Male		Violator	No Injury
4427	19	M - Male		Violator	No Injury
4436	19	M - Male		Violator	No Injury
4448	19	M - Male		Violator	No Injury
4468	19	M - Male		Violator Passengers	No Injury
4472	19	M - Male		Violator	No Injury
4486	19	M - Male		Violator	No Injury
4520	19	F - Female		Violator Passengers	No Injury
4589	19	F - Female		Violator Passengers	No Injury
4616	19	F - Female		Violator Passengers	No Injury
4623	19	M - Male		Violator	Unknown
4655	19	M - Male		Violator Passengers	No Injury
4659	19	M - Male		Party in Unrelated Vehicle	Incapacitating Injury
4659	19	M - Male		Party in Unrelated Vehicle	No Injury
4669	19	M - Male		Violator	No Injury
4694	19	M - Male		Violator Passengers	No Injury
4713	19	M - Male		Violator Passengers	No Injury
4717	19	M - Male		Violator	Non-incapacitating Injury
4734	19	M - Male		Violator Passengers	Unknown
4734	19	M - Male		Violator Passengers	Unknown
4743	19	M - Male		Violator	No Injury
4743	19	M - Male		Violator Passengers	No Injury
4756	19	M - Male		Violator Passengers	No Injury
4769	19	M - Male		Violator Passengers	No Injury
4187	19	M - Male		Violator	No Injury
4359	19	M - Male		Violator	Possible Injury
4828	19	F - Female		Violator	No Injury
4832	19	M - Male		Violator	No Injury
4839	19	M - Male		Violator	Possible Injury
4859	19	F - Female		Violator Passengers	No Injury
4871	19	M - Male		Violator	No Injury
4881	19	M - Male		Violator	No Injury
4888	19	M - Male		Violator	No Injury
4888	19	M - Male		Violator Passengers	No Injury
4903	19	M - Male		Violator	Unknown
4903	19	U - Unknown		Violator Passengers	Unknown
4908	19	M - Male		Violator	Unknown
4913	19	M - Male		Violator	No Injury
4928	19	M - Male		Violator Passengers	No Injury
4942	19	M - Male		Violator	No Injury
4945	19	M - Male		Violator	No Injury
4948	19	M - Male		Violator	Possible Injury
4984	19	M - Male		Violator Passengers	No Injury
5025	19	F - Female		Violator Passengers	No Injury
5039	19	F - Female		Violator	No Injury
5062	19	M - Male		Violator Passengers	Possible Injury
5075	19	M - Male		Violator	No Injury
5090	19	M - Male		Violator Passengers	No Injury
5092	19	M - Male		Violator Passengers	No Injury
5092	19	M - Male		Violator Passengers	No Injury
5121	19	M - Male		Violator	No Injury
5121	19	F - Female		Violator Passengers	No Injury
5127	19	M - Male		Violator Passengers	No Injury
5136	19	M - Male		Violator	No Injury
5137	19	M - Male		Violator	No Injury
5137	19	M - Male		Violator Passengers	No Injury
5148	19	M - Male		Party in Unrelated Vehicle	No Injury
5174	19	M - Male		Violator Passengers	No Injury
5189	19	M - Male		Violator	No Injury
5211	19	M - Male		Violator Passengers	No Injury
5229	19	M - Male		Violator Passengers	No Injury
5239	19	M - Male		Violator Passengers	No Injury
5252	19	M - Male		Violator	No Injury
5276	19	F - Female		Violator Passengers	No Injury
5279	19	M - Male		Violator	No Injury
5279	19	M - Male		Violator Passengers	No Injury
5282	19	F - Female		Violator Passengers	No Injury
5294	19	M - Male		Violator Passengers	No Injury
5299	19	F - Female		Violator Passengers	No Injury
5299	19	F - Female		Violator Passengers	No Injury
5301	19	M - Male		Violator	No Injury
5312	19	M - Male		Violator Passengers	No Injury
5319	19	M - Male		Violator	Unknown
5328	19	F - Female		Violator Passengers	No Injury
5340	19	M - Male		Violator	No Injury
5344	19	M - Male		Violator	No Injury
5361	19	M - Male		Violator Passengers	No Injury
5404	19	M - Male		Violator	Unknown
5440	19	M - Male		Violator Passengers	No Injury
5460	19	M - Male		Violator	Unknown
5485	19	M - Male		Violator	No Injury
5493	19	M - Male		Violator	No Injury
5528	19	F - Female		Violator Passengers	No Injury
5529	19	M - Male		Violator Passengers	No Injury
5565	19	M - Male		Violator Passengers	No Injury
5566	19	F - Female		Violator Passengers	Non-incapacitating Injury
5610	19	M - Male		Violator	No Injury
5636	19	M - Male		Violator	No Injury
5676	19	M - Male		Violator	No Injury
5697	19	M - Male		Violator	No Injury
5711	19	M - Male		Violator Passengers	Unknown
5722	19	F - Female		Violator Passengers	Unknown
5724	19	M - Male		Violator	Possible Injury
5729	19	M - Male		Violator Passengers	Non-incapacitating Injury
5778	19	M - Male		Violator Passengers	No Injury
5814	19	M - Male		Violator Passengers	No Injury
5830	19	M - Male		Violator	No Injury
5833	19	M - Male		Violator	Unknown
5844	19	M - Male		Violator Passengers	No Injury
5856	19	M - Male		Violator	No Injury
5862	19	F - Female		Violator	No Injury
5893	19	M - Male		Violator	No Injury
5918	19	M - Male		Violator	No Injury
5934	19	F - Female		Violator Passengers	No Injury
5941	19	M - Male		Violator Passengers	No Injury
5951	19	M - Male		Violator	No Injury
5952	19	M - Male		Violator	No Injury
6002	19	M - Male		Violator	No Injury
6006	19	M - Male		Violator	Fatal
6033	19	M - Male		Violator	No Injury
6036	19	M - Male		Violator	No Injury
6044	19	M - Male		Violator	No Injury
6057	19	M - Male		Violator Passengers	Unknown
6065	19	M - Male		Violator Passengers	No Injury
6068	19	M - Male		Violator	No Injury
6068	19	M - Male		Violator Passengers	No Injury
6089	19	F - Female		Violator Passengers	No Injury
6095	19	M - Male		Violator	No Injury
6169	19	F - Female		Violator Passengers	Unknown
6189	19	M - Male		Violator Passengers	No Injury
6209	19	M - Male		Violator	No Injury
6212	19	M - Male		Violator	No Injury
6215	19	M - Male		Violator Passengers	No Injury
6222	19	M - Male		Violator	No Injury
6280	19	M - Male		Violator	No Injury
6286	19	M - Male		Violator	No Injury
6307	19	M - Male		Violator	Unknown
6316	19	M - Male		Violator	No Injury
6322	19	M - Male		Violator	No Injury
6357	19	F - Female		Violator Passengers	No Injury
6387	19	M - Male		Violator	Unknown
6430	19	M - Male		Violator	No Injury
6444	19	M - Male		Violator	Unknown
6451	19	M - Male		Violator	Non-incapacitating Injury
6451	19	F - Female		Violator Passengers	Non-incapacitating Injury
6543	19	M - Male		Violator Passengers	No Injury
6546	19	F - Female		Violator	Unknown
6568	19	M - Male		Violator	No Injury
6578	19	M - Male		Violator	No Injury
6578	19	F - Female		Violator Passengers	No Injury
6586	19	M - Male		Violator Passengers	Unknown
6642	19	M - Male		Violator	No Injury
6646	19	M - Male		Violator	No Injury
6648	19	M - Male		Violator	No Injury
6662	19	F - Female		Violator Passengers	No Injury
6670	19	F - Female		Violator Passengers	No Injury
6717	19	M - Male		Violator	Unknown
6762	19	M - Male		Violator Passengers	Possible Injury
6788	19	M - Male		Violator Passengers	No Injury
6796	19	M - Male		Violator	No Injury
6800	19	M - Male		Violator	No Injury
6817	19	M - Male		Violator	Non-incapacitating Injury
6817	19	M - Male		Violator Passengers	No Injury
6823	19	M - Male		Violator	No Injury
6878	19	M - Male		Violator	No Injury
6900	19	M - Male		Violator	Incapacitating Injury
6932	19	M - Male		Violator	Non-incapacitating Injury
6960	19	M - Male		Violator Passengers	Unknown
6970	19	M - Male		Violator	No Injury
6970	19	M - Male		Violator Passengers	No Injury
6980	19	F - Female		Violator Passengers	No Injury
6993	19	M - Male		Violator	Non-incapacitating Injury
6995	19	M - Male		Violator	No Injury
7010	19	M - Male		Violator	Possible Injury
7024	19	F - Female		Violator Passengers	No Injury
7028	19	M - Male		Violator	Unknown
7032	19	M - Male		Violator Passengers	No Injury
7033	19	M - Male		Violator	Possible Injury
7044	19	M - Male		Violator	Unknown
7052	19	M - Male		Violator Passengers	No Injury
7059	19	F - Female		Violator	No Injury
7059	19	F - Female		Violator Passengers	No Injury
7065	19	M - Male		Violator	No Injury
7125	19	M - Male		Violator Passengers	No Injury
7141	19	M - Male		Violator	No Injury
7143	19	M - Male		Violator	Possible Injury
7157	19	M - Male		Violator	No Injury
75	20	Male		Violator	No Injury
77	20	Male		Violator	No Injury
102	20	Male		Violator	No Injury
103	20	Male		Violator	No Injury
125	20	Male		Violator	No Injury
150	20	Male		Violator	Possible Injury
151	20	Male		Violator	Non-incapacitating Injury
152	20	Female		Violator Passengers	No Injury
183	20	Male		Violator	No Injury
183	20	Male		Violator	No Injury
218	20	Male		Violator	No Injury
240	20	Male		Violator	No Injury
241	20	Male		Violator	Possible Injury
262	20	Male		Violator	No Injury
267	20	Male		Violator Passengers	No Injury
295	20	Male		Violator	Possible Injury
345	20	Male		Violator	No Injury
355	20	Male		Violator	No Injury
357	20	Male		Violator	Non-incapacitating Injury
386	20	Male		Violator	No Injury
411	20	Male		Violator	No Injury
433	20	Female		Violator	No Injury
573	20	Male		Violator	No Injury
583	20	Male		Violator	No Injury
587	20	Male		Violator	No Injury
595	20	Male		Violator	No Injury
607	20	Male		Violator	No Injury
644	20	Male		Violator	No Injury
648	20	Male		Violator	No Injury
663	20	Male		Violator	No Injury
664	20	Male		Violator	No Injury
668	20	Male		Violator	No Injury
683	20	Male		Unrelated Pedestrian	No Injury
713	20	Male		Violator	Possible Injury
724	20	Male		Violator	No Injury
734	20	Male		Violator	Possible Injury
766	20	Male		Violator	No Injury
777	20	Male		Violator Passengers	No Injury
778	20	Male		Violator	No Injury
778	20	Male		Violator Passengers	No Injury
802	20	Male		Violator	No Injury
884	20	MALE		Violator	No Injury
899	20	FEMALE		Violator Passengers	No Injury
949	20	FEMALE		Violator Passengers	Non-incapacitating Injury
950	20	MALE		Violator Passengers	No Injury
958	20	MALE		Violator	No Injury
1022	20	MALE		Violator	No Injury
1032	20	MALE		Violator	No Injury
1035	20	MALE		Violator	No Injury
1042	20	MALE		Violator	Non-incapacitating Injury
1045	20	MALE		Violator	No Injury
1088	20	MALE		Violator	No Injury
1130	20	MALE		Violator	No Injury
1144	20	MALE		Violator Passengers	No Injury
1154	20	MALE		Violator	No Injury
1165	20	MALE		Violator	No Injury
1175	20	MALE		Violator	No Injury
1182	20	MALE		Violator	No Injury
1206	20	MALE		Violator Passengers	No Injury
1224	20	MALE		Violator	No Injury
1225	20	MALE		Violator Passengers	No Injury
1232	20	MALE		Violator	No Injury
1237	20	MALE		Violator	No Injury
1268	20	MALE		Violator	No Injury
1303	20	MALE		Violator	No Injury
1327	20	MALE		Violator	No Injury
1356	20	MALE		Violator	No Injury
1357	20	MALE		Violator	No Injury
1369	20	MALE		Violator Passengers	No Injury
1380	20	MALE		Violator	No Injury
1385	20	MALE		Violator	Possible Injury
676	20	MALE		Violator	No Injury
809	20	MALE		Violator	No Injury
1411	20	MALE		Violator	Non-incapacitating Injury
1434	20	MALE		Violator	No Injury
1448	20	Male		Violator	No Injury
1450	20	MALE		Violator	No Injury
1451	20	MALE		Violator	No Injury
1484	20	MALE		Violator Passengers	No Injury
1486	20	MALE		Violator Passengers	No Injury
1491	20	MALE		Violator	Possible Injury
1509	20	MALE		Violator	No Injury
1510	20	Male		Violator	No Injury
1541	20	MALE		Violator Passengers	No Injury
1547	20	MALE		Violator	No Injury
1556	20	MALE		Violator	No Injury
1560	20	Male		Violator	No Injury
1576	20	MALE		Violator Passengers	No Injury
1582	20	FEMALE		Violator	No Injury
1599	20	MALE		Violator	Non-incapacitating Injury
1620	20	MALE		Violator	No Injury
1628	20	FEMALE		Violator Passengers	No Injury
1636	20	MALE		Violator	No Injury
1654	20	MALE		Violator	Non-incapacitating Injury
1662	20	MALE		Violator	No Injury
1691	20	MALE		Violator	No Injury
1759	20	MALE		Violator	No Injury
1823	20	MALE		Violator	No Injury
1826	20	MALE		Violator	No Injury
1831	20	MALE		Violator	No Injury
1838	20	MALE		Violator	Non-incapacitating Injury
1840	20	MALE		Violator	No Injury
1871	20	MALE		Violator Passengers	Non-incapacitating Injury
1902	20	MALE		Violator	No Injury
1906	20	MALE		Violator	No Injury
1937	20	MALE		Violator	No Injury
1943	20	MALE		Violator	No Injury
1948	20	FEMALE		Violator Passengers	No Injury
1976	20	MALE		Violator	No Injury
1986	20	FEMALE		Violator Passengers	No Injury
1995	20	FEMALE		Violator	No Injury
1995	20	FEMALE		Violator Passengers	No Injury
1997	20	MALE		Violator	No Injury
2009	20	MALE		Violator	No Injury
2073	20	MALE		Violator	Possible Injury
2080	20	FEMALE		Violator	No Injury
2088	20	MALE		Violator	Unknown
2091	20	MALE		Violator	Unknown
2125	20	FEMALE		Violator Passengers	No Injury
2147	20	MALE		Violator Passengers	No Injury
2160	20	MALE		Violator	No Injury
2169	20	MALE		Violator	No Injury
2177	20	MALE		Violator	No Injury
2188	20	Male		Violator	Non-incapacitating Injury
2192	20	Male		Violator	No Injury
2203	20	Male		Violator	Unknown
2216	20	Male		Violator	No Injury
2220	20	Male		Violator	No Injury
2249	20	Male		Violator	No Injury
2264	20	Male		Violator	No Injury
2275	20	Male		Violator	No Injury
2275	20	Male		Violator Passengers	No Injury
2285	20	Male		Violator Passengers	No Injury
2292	20	Male		Violator	Non-incapacitating Injury
2293	20	Male		Violator	No Injury
2306	20	Male		Violator	No Injury
2319	20	Male		Violator	No Injury
2342	20	Male		Violator	No Injury
2350	20	Male		Violator Passengers	No Injury
2354	20	Male		Violator	No Injury
2368	20	Male		Violator Passengers	No Injury
2382	20	Male		Violator	No Injury
2395	20	Male		Violator	No Injury
2400	20	Male		Violator	No Injury
2422	20	Male		Violator	No Injury
2423	20	Male		Violator	No Injury
2437	20	Female		Violator Passengers	No Injury
2461	20	Female		Violator	No Injury
2465	20	Male		Violator	No Injury
2472	20	Male		Violator	No Injury
2522	20	Male		Violator	Non-incapacitating Injury
2600	20	Male		Violator Passengers	No Injury
2647	20	Male		Violator	No Injury
2661	20	Female		Violator Passengers	No Injury
2684	20	Male		Violator Passengers	No Injury
2695	20	Male		Violator	No Injury
2702	20	Male		Violator	No Injury
2702	20	Male		Violator Passengers	No Injury
2718	20	Male		Violator	Unknown
2726	20	Male		Violator	Non-incapacitating Injury
2757	20	Male		Violator	Unknown
2759	20	Male		Violator	No Injury
2767	20	Male		Violator	No Injury
2798	20	Male		Violator	No Injury
2814	20	Male		Violator	No Injury
2814	20	Male		Violator Passengers	Possible Injury
2818	20	Female		Party in Unrelated Vehicle	Unknown
2878	20	Male		Violator	No Injury
2887	20	Male		Violator Passengers	No Injury
2936	20	Male		Violator	Unknown
2138	20	Male		Violator	No Injury
2092	20	Male		Violator	Unknown
2971	20	Male		Violator Passengers	No Injury
2976	20	Female		Violator Passengers	No Injury
2989	20	Female		Violator	No Injury
2995	20	Male		Party in Unrelated Vehicle	Incapacitating Injury
3035	20	Male		Violator	No Injury
3039	20	Male		Violator Passengers	No Injury
3043	20	Male		Violator	No Injury
3062	20	Male		Violator Passengers	No Injury
3076	20	Male		Violator	No Injury
3077	20	Female		Violator Passengers	No Injury
3078	20	Male		Violator	No Injury
3119	20	Female		Violator Passengers	No Injury
3130	20	Male		Violator	No Injury
3169	20	Male		Violator	No Injury
3174	20	Male		Violator Passengers	No Injury
3178	20	Male		Violator	No Injury
3186	20	Male		Violator	No Injury
3191	20	Male		Violator	No Injury
3191	20	Male		Violator Passengers	No Injury
3191	20	Male		Violator Passengers	No Injury
3215	20	Male		Violator	No Injury
3235	20	Male		Violator	No Injury
3245	20	Male		Violator	No Injury
3253	20	Male		Violator	No Injury
3262	20	Male		Violator Passengers	No Injury
3262	20	Male		Violator Passengers	No Injury
3271	20	Male		Violator	No Injury
3271	20	Male		Violator Passengers	No Injury
3284	20	Male		Violator	No Injury
3284	20	Male		Violator Passengers	No Injury
3287	20	Male		Violator	No Injury
3313	20	Male		Violator	No Injury
3315	20	Male		Violator Passengers	No Injury
3342	20	Male		Violator	No Injury
3358	20	Female		Violator Passengers	No Injury
3389	20	Male		Violator Passengers	No Injury
3398	20	Male		Violator	No Injury
3417	20	Male		Violator	No Injury
3457	20	Male		Violator	No Injury
3461	20	Female		Violator	No Injury
3465	20	Male		Violator	No Injury
3488	20	Female		Violator Passengers	Possible Injury
3520	20	Male		Violator	No Injury
3552	20	Male		Violator	Unknown
3553	20	Male		Violator	No Injury
3575	20	Male		Violator	No Injury
3578	20	Male		Violator	No Injury
3601	20	Male		Violator	No Injury
3629	20	Male		Violator	No Injury
3629	20	Male		Violator Passengers	No Injury
3666	20	Male		Violator	No Injury
3688	20	Male		Violator	No Injury
3705	20	Male		Violator	No Injury
3715	20	M - Male		Violator	Unknown
3722	20	M - Male		Violator	No Injury
3723	20	M - Male		Violator	No Injury
3727	20	F - Female		Violator Passengers	No Injury
3749	20	M - Male		Violator Passengers	Unknown
3760	20	M - Male		Violator	Unknown
2844	20	M - Male		Violator	Unknown
3765	20	M - Male		Violator	No Injury
3768	20	M - Male		Violator	No Injury
3801	20	M - Male		Violator Passengers	No Injury
3829	20	M - Male		Violator	No Injury
3830	20	M - Male		Violator	No Injury
3847	20	M - Male		Violator	No Injury
3856	20	M - Male		Violator	No Injury
3862	20	M - Male		Violator Passengers	No Injury
3871	20	M - Male		Violator	No Injury
3886	20	M - Male		Violator	No Injury
3886	20	M - Male		Violator Passengers	No Injury
3912	20	M - Male		Violator	Incapacitating Injury
3921	20	M - Male		Violator	No Injury
3939	20	F - Female		Violator Passengers	No Injury
3940	20	M - Male		Violator	No Injury
3978	20	F - Female		Violator	No Injury
3999	20	M - Male		Violator	Possible Injury
4008	20	F - Female		Violator	No Injury
4020	20	M - Male		Violator	No Injury
4020	20	M - Male		Violator Passengers	No Injury
4053	20	M - Male		Violator	Non-incapacitating Injury
4083	20	M - Male		Violator	No Injury
4090	20	M - Male		Violator	No Injury
4091	20	F - Female		Violator Passengers	No Injury
4101	20	M - Male		Violator	No Injury
4131	20	M - Male		Violator	No Injury
4135	20	M - Male		Violator	No Injury
4140	20	M - Male		Violator	No Injury
4149	20	F - Female		Violator Passengers	No Injury
4169	20	M - Male		Violator	No Injury
4169	20	M - Male		Violator Passengers	No Injury
4202	20	M - Male		Violator	Possible Injury
4257	20	M - Male		Violator	No Injury
4283	20	M - Male		Violator	No Injury
4288	20	M - Male		Violator	No Injury
4326	20	M - Male		Violator	No Injury
4332	20	M - Male		Violator	No Injury
4332	20	M - Male		Violator Passengers	No Injury
4357	20	M - Male		Violator	No Injury
4358	20	F - Female		Violator	Unknown
4393	20	M - Male		Violator	Non-incapacitating Injury
4393	20	M - Male		Violator Passengers	Non-incapacitating Injury
4401	20	M - Male		Violator	No Injury
4419	20	M - Male		Violator	No Injury
4426	20	M - Male		Violator Passengers	Possible Injury
4435	20	M - Male		Violator	No Injury
4444	20	M - Male		Violator	No Injury
4468	20	M - Male		Violator	No Injury
4474	20	M - Male		Violator	No Injury
4485	20	M - Male		Violator Passengers	No Injury
4496	20	M - Male		Violator	Unknown
4521	20	M - Male		Violator	No Injury
4534	20	M - Male		Violator	Unknown
4585	20	M - Male		Violator	No Injury
4589	20	M - Male		Violator	No Injury
4605	20	F - Female		Violator Passengers	No Injury
4615	20	M - Male		Violator	No Injury
4627	20	F - Female		Violator Passengers	No Injury
4642	20	M - Male		Violator	Non-incapacitating Injury
4645	20	M - Male		Violator	No Injury
4659	20	M - Male		Party in Unrelated Vehicle	Possible Injury
4668	20	M - Male		Violator Passengers	No Injury
4672	20	F - Female		Party in Unrelated Vehicle	No Injury
4693	20	M - Male		Violator	No Injury
4710	20	M - Male		Violator	No Injury
4713	20	M - Male		Violator	No Injury
4732	20	M - Male		Violator	Unknown
4756	20	M - Male		Violator	No Injury
4756	20	F - Female		Violator Passengers	No Injury
4820	20	M - Male		Violator	No Injury
4002	20	M - Male		Violator	No Injury
4098	20	M - Male		Violator	No Injury
4549	20	M - Male		Violator	No Injury
4838	20	M - Male		Violator	No Injury
4838	20	M - Male		Violator Passengers	No Injury
4841	20	M - Male		Violator	No Injury
4859	20	M - Male		Violator Passengers	No Injury
4864	20	F - Female		Violator	No Injury
4874	20	M - Male		Violator Passengers	No Injury
4882	20	M - Male		Violator	No Injury
4890	20	M - Male		Violator	No Injury
4919	20	M - Male		Violator Passengers	Unknown
4919	20	M - Male		Violator Passengers	Unknown
4927	20	M - Male		Violator	No Injury
5047	20	M - Male		Violator	Possible Injury
5051	20	F - Female		Violator Passengers	Possible Injury
5063	20	M - Male		Violator	No Injury
5076	20	F - Female		Violator Passengers	No Injury
5078	20	M - Male		Violator	No Injury
5085	20	F - Female		Violator	No Injury
5088	20	M - Male		Violator Passengers	No Injury
5089	20	M - Male		Violator Passengers	Incapacitating Injury
5118	20	M - Male		Violator	No Injury
5127	20	M - Male		Violator Passengers	No Injury
5129	20	F - Female		Violator Passengers	No Injury
5144	20	M - Male		Violator	No Injury
5152	20	M - Male		Violator Passengers	No Injury
5153	20	M - Male		Violator	No Injury
5170	20	M - Male		Violator	No Injury
5173	20	M - Male		Violator	Unknown
5180	20	M - Male		Violator	Incapacitating Injury
5184	20	M - Male		Violator	No Injury
5207	20	M - Male		Violator	No Injury
5232	20	M - Male		Violator Passengers	No Injury
5233	20	M - Male		Violator	No Injury
5269	20	M - Male		Violator	No Injury
5279	20	M - Male		Violator Passengers	No Injury
5282	20	M - Male		Violator	No Injury
5285	20	M - Male		Violator	No Injury
5288	20	M - Male		Violator	No Injury
5306	20	M - Male		Violator	No Injury
5306	20	F - Female		Violator Passengers	No Injury
5307	20	M - Male		Violator	No Injury
5328	20	M - Male		Violator	No Injury
5332	20	F - Female		Violator Passengers	No Injury
5359	20	F - Female		Violator	No Injury
5361	20	M - Male		Violator	No Injury
