COUNTY,FacilityCarried,FeatureCrossed,BridgeNbr,DefStat,SuffRate,ADT,DIST,LENGTH,YrBuilt,InspectAgency,OWNER
HENNEPIN,GLDN VAL (MSAS389),BASSETT CREEK,96471,ADEQ,84.70,3550.00,METRO,23,1986,CITY OF GOLDEN VALLEY,CITY
HENNEPIN,Gleason Road,TH 62,27082,ADEQ,98.00,8900.00,METRO,195,1966,METRO DISTRICT,STATE
HENNEPIN,Glenwood Ave,CSAH 40 & TH 100,27023,ADEQ,82.00,9450.00,METRO,318,1989,METRO DISTRICT,STATE
HENNEPIN,Glenwood Ave N,I 394 & RAMPS,27704,ADEQ,81.70,2800.00,METRO,401,1988,METRO DISTRICT,STATE
HENNEPIN,GRAND AVE S,MIDTOWN GREENWAY,L8907,ADEQ,64.40,970.00,METRO,106,1914,CITY OF MINNEAPOLIS,COUNTY
HENNEPIN,GROVELAND AVE,TH 94,27966,F.O.,96.00,2700.00,METRO,369,1965,METRO DISTRICT,STATE
HENNEPIN,Hampshire Ave N,TH 610,27224,ADEQ,99.70,600.00,METRO,219,1999,METRO DISTRICT,STATE
HENNEPIN,HARRIET AV S,MIDTOWN GREENWAY,L8906,ADEQ,70.20,1516.00,METRO,106,1914,CITY OF MINNEAPOLIS,COUNTY
HENNEPIN,HCMC BLDG,CHICAGO AVE S,93856,ADEQ,0.00,0.00,METRO,89,1973,CITY OF MINNEAPOLIS,COUNTY
HENNEPIN,HCMC E BLDG.,7TH ST S,93940,ADEQ,0.00,0.00,METRO,240,1973,CITY OF MINNEAPOLIS,COUNTY
HENNEPIN,HCMC WEST BLDG,7TH ST S,93855,ADEQ,0.00,0.00,METRO,240,1973,CITY OF MINNEAPOLIS,COUNTY
HENNEPIN,HENN CO GOVT CENT,6TH ST S,93854,F.O.,0.00,0.00,METRO,113,1974,CITY OF MINNEAPOLIS,COUNTY
HENNEPIN,Hennepin Ave,I 35W,27989,F.O.,90.00,1.00,METRO,200,1969,METRO DISTRICT,STATE
HENNEPIN,HENNEPIN AVE S,MIDTOWN GREENWAY,27599,ADEQ,96.10,25742.00,METRO,55,1980,CITY OF MINNEAPOLIS,CITY
HENNEPIN,HIGHLAND RD,SIX MILE CREEK,27A76,ADEQ,89.40,800.00,METRO,37,2003,HENNEPIN COUNTY,CITY
HENNEPIN,HOLLY LANE,RUSH CREEK,L8083,ADEQ,95.00,1.00,METRO,24,1930,CITY OF MAPLE GROVE,CITY
HENNEPIN,Hopkin's Crossroad,I 394,27737,F.O.,89.50,6450.00,METRO,220,1988,METRO DISTRICT,STATE
HENNEPIN,I 35W,MINN R & BLACKDOG RD, 5983,ADEQ,85.00,109000.00,METRO,"1,446",1957,METRO DISTRICT,STATE
HENNEPIN,I 35W,E 31ST ST, 9731,ADEQ,85.00,207000.00,METRO,129,1965,METRO DISTRICT,STATE
HENNEPIN,I 35W,E LAKE ST, 9733,ADEQ,85.00,192000.00,METRO,145,1966,METRO DISTRICT,STATE
HENNEPIN,I 35W,MIDTOWN GREENWAY TRAIL,27867,ADEQ,84.30,192000.00,METRO,175,1967,METRO DISTRICT,STATE
HENNEPIN,I 35W,3RD STREET,27879,ADEQ,83.40,121000.00,METRO,215,1970,METRO DISTRICT,STATE
HENNEPIN,I 35W,CSAH 88 & BNSF RR,27893,ADEQ,85.30,97000.00,METRO,285,1972,METRO DISTRICT,STATE
HENNEPIN,I 35W,STINSON BLVD,27895,ADEQ,90.70,97000.00,METRO,191,1971,METRO DISTRICT,STATE
HENNEPIN,I 35W,INDUSTRIAL BLVD,27897,ADEQ,83.00,112000.00,METRO,184,1970,METRO DISTRICT,STATE
HENNEPIN,I 35W,MC RY,27899,ADEQ,83.50,112000.00,METRO,235,1970,METRO DISTRICT,STATE
HENNEPIN,I 35W,LYNDALE AVE,27933,ADEQ,75.60,147000.00,METRO,123,1964,METRO DISTRICT,STATE
HENNEPIN,I 35W,CP RAIL,27934,ADEQ,85.20,156000.00,METRO,134,1965,METRO DISTRICT,STATE
HENNEPIN,I 35W,W 66TH ST,27V11,ADEQ,89.10,103000.00,METRO,128,1999,METRO DISTRICT,STATE
HENNEPIN,I 35W,LYNDALE AVE SO,27V71,ADEQ,85.00,147000.00,METRO,123,2007,METRO DISTRICT,STATE
HENNEPIN,I 35W,CP RAIL,27V74A,ADEQ,83.20,156000.00,METRO,63,2007,METRO DISTRICT,STATE
HENNEPIN,I 35W,E 60 ST (MSAS 271),27V81,ADEQ,89.60,85000.00,METRO,95,2008,METRO DISTRICT,STATE
HENNEPIN,I 35W NB,106TH ST W, 9044,ADEQ,92.00,51500.00,METRO,141,1957,METRO DISTRICT,STATE
HENNEPIN,I 35W NB,MINNEHAHA PKWY & CREEK, 9614,ADEQ,91.50,86500.00,METRO,359,1962,METRO DISTRICT,STATE
HENNEPIN,I 35W NB,MINNEHAHA PKWY & CREEK,27406,ADEQ,87.40,86500.00,METRO,248,2008,METRO DISTRICT,STATE
HENNEPIN,I 35W NB,"MISS R, W R PKWY, RD& RR",27410,ADEQ,84.00,154000.00,METRO,"1,228",2008,METRO DISTRICT,STATE
HENNEPIN,I 35W NB,JOHNSON ST CONNECTION,27888,ADEQ,94.40,48500.00,METRO,254,1972,METRO DISTRICT,STATE
HENNEPIN,I 35W NB,NICOLLET AVE,27936,F.O.,72.60,78000.00,METRO,144,1964,METRO DISTRICT,STATE
HENNEPIN,I 35W NB,E 60TH ST,27940,S.D.,58.10,85000.00,METRO,127,1963,METRO DISTRICT,STATE
HENNEPIN,I 35W NB,NICOLLET AVE SO(CSAH 52),27V86,ADEQ,90.20,78000.00,METRO,91,2008,METRO DISTRICT,STATE
HENNEPIN,I 35W NB Coll ramp,3RD ST TO DTWN MPLS,27903,ADEQ,92.90,1600.00,METRO,140,1970,METRO DISTRICT,STATE
HENNEPIN,I 35W NB Coll Rd,U OF M WEST BANK,27880,ADEQ,97.20,10700.00,METRO,284,1970,METRO DISTRICT,STATE
HENNEPIN,I 35W OFF RAMP,I 35W ON RAMP,27V66,ADEQ,96.00,1.00,METRO,509,2007,METRO DISTRICT,STATE
HENNEPIN,I 35W SB,106TH ST W, 9043,ADEQ,92.00,51500.00,METRO,141,1957,METRO DISTRICT,STATE
HENNEPIN,I 35W SB,MINNEHAHA PKWY & CREEK, 9613,ADEQ,90.40,86500.00,METRO,359,1962,METRO DISTRICT,STATE
HENNEPIN,I 35W SB,MINNEHAHA PKWY AND CREEK,27405,ADEQ,87.40,86500.00,METRO,248,2008,METRO DISTRICT,STATE
HENNEPIN,I 35W SB,TH 65 NB,27871,S.D.,44.10,48500.00,METRO,363,1967,METRO DISTRICT,STATE
HENNEPIN,I 35W SB,JOHNSON ST  CONN,27887,ADEQ,94.40,48500.00,METRO,396,1972,METRO DISTRICT,STATE
HENNEPIN,I 35W SB,NICOLLET AVE,27935,ADEQ,74.80,78000.00,METRO,151,1964,METRO DISTRICT,STATE
HENNEPIN,I 35W SB,E 60TH ST,27939,S.D.,58.10,85000.00,METRO,127,1963,METRO DISTRICT,STATE
HENNEPIN,I 35W SB,NICOLLET AVE SO(CSAH 52),27V85,ADEQ,90.20,78000.00,METRO,93,2008,METRO DISTRICT,STATE
HENNEPIN,I 35W SB Coll Rd,3RD STREET,27879A,ADEQ,99.30,10000.00,METRO,215,1970,METRO DISTRICT,STATE
HENNEPIN,I 35W SB on ramp,QUARRY CENTER OUTLET,27889,ADEQ,92.40,7000.00,METRO,128,1972,METRO DISTRICT,STATE
HENNEPIN,I 394,GENERAL MILLS BLVD.,27743,ADEQ,80.30,132000.00,METRO,115,1987,METRO DISTRICT,STATE
HENNEPIN,I 394,I 94 & RAMPS & STREETS,27792,ADEQ,92.00,48000.00,METRO,711,1968,METRO DISTRICT,STATE
HENNEPIN,I 394,DUNWOODY  BLVD,27831,ADEQ,84.70,147000.00,METRO,"2,737",1967,METRO DISTRICT,STATE
HENNEPIN,I 394 EB,RIDGEDALE DRIVE,27120,ADEQ,96.00,49000.00,METRO,180,1973,METRO DISTRICT,STATE
HENNEPIN,I 394 EB,OVER RAILROAD YARD,27770A,ADEQ,86.00,73500.00,METRO,630,1987,METRO DISTRICT,STATE
HENNEPIN,I 394 EB,BNSF & UP RR,27770B,ADEQ,84.80,73500.00,METRO,404,1987,METRO DISTRICT,STATE
HENNEPIN,I 394 EB off ramp,"BUS RAMP, WASH AVE RAMP",27720,ADEQ,93.70,3200.00,METRO,154,1990,METRO DISTRICT,STATE
HENNEPIN,I 394 EB off ramp,S FRONTAGE RD,27739,ADEQ,96.70,4500.00,METRO,145,1987,METRO DISTRICT,STATE
HENNEPIN,I 394 EB off ramp,TH 100 SB,27748,ADEQ,94.00,6000.00,METRO,112,1989,METRO DISTRICT,STATE
HENNEPIN,I 394 EB off ramp,SB TH 100,27789A,ADEQ,99.00,6000.00,METRO,162,1989,METRO DISTRICT,STATE
HENNEPIN,I 394 EB off ramp,"I 94, RAMPS & SB LYNDALE",27794,ADEQ,96.00,6000.00,METRO,388,1968,METRO DISTRICT,STATE
HENNEPIN,I 394 EB off ramp,DUNWOODY BLVD,27831B,ADEQ,94.20,10200.00,METRO,303,1967,METRO DISTRICT,STATE
HENNEPIN,I 394 EB off ramp,EB & WB I 94,27831D,ADEQ,96.30,23000.00,METRO,619,1967,METRO DISTRICT,STATE
HENNEPIN,I 394 EB on ramp,EB OFF RAMP,27731,ADEQ,97.30,9000.00,METRO,123,1988,METRO DISTRICT,STATE
HENNEPIN,I 394 EB on ramp,SOUTH FRONTAGE RD,27741,ADEQ,96.40,8170.00,METRO,85,1987,METRO DISTRICT,STATE
HENNEPIN,I 394 EB on ramp,NB TH 100,27750,ADEQ,97.00,6650.00,METRO,96,1989,METRO DISTRICT,STATE
HENNEPIN,I 394 EB on ramp,TH 100 NB ON RAMP,27788,ADEQ,94.00,4500.00,METRO,289,1989,METRO DISTRICT,STATE
HENNEPIN,I 394 N Collector,GENERAL MILLS BLVD,27743A,ADEQ,97.70,3500.00,METRO,115,1987,METRO DISTRICT,STATE
HENNEPIN,I 394 S Collector,GENERAL MILLS BLVD,27743B,ADEQ,97.70,3500.00,METRO,115,1987,METRO DISTRICT,STATE
HENNEPIN,I 394 WB,RIDGEDALE DRIVE,27117,ADEQ,91.20,49000.00,METRO,180,1988,METRO DISTRICT,STATE
HENNEPIN,I 394 WB,BNSF RR & UP RR,27770D,ADEQ,84.80,73500.00,METRO,891,1987,METRO DISTRICT,STATE
HENNEPIN,I 394 WB off ramp,PENN AVE,27770F,ADEQ,98.30,5000.00,METRO,444,1987,METRO DISTRICT,STATE
HENNEPIN,I 394 WB On Ramp,3RD STREET NORTH,27708,ADEQ,98.00,2000.00,METRO,94,1990,METRO DISTRICT,STATE
HENNEPIN,I 394 WB on ramp,SB TH 100 TO WB I 394,27754,ADEQ,99.00,3000.00,METRO,535,1989,METRO DISTRICT,STATE
HENNEPIN,I 394 WB on ramp,"I 94,  RAMP & LYNDALE",27798,ADEQ,95.00,10000.00,METRO,317,1991,METRO DISTRICT,STATE
HENNEPIN,I 394 WB on ramp,DUNWOODY BLVD,27831A,ADEQ,92.70,3300.00,METRO,202,1967,METRO DISTRICT,STATE
HENNEPIN,I 394 WB on ramp,EB & WB I 94,27831C,ADEQ,90.60,30000.00,METRO,598,1967,METRO DISTRICT,STATE
HENNEPIN,I 394R,BNSF & UP RR,27770C,ADEQ,94.80,7600.00,METRO,812,1987,METRO DISTRICT,STATE
HENNEPIN,I 394R,"I 394 WB, DUNWOODY BLVD",27776A,ADEQ,93.80,7600.00,METRO,"2,738",1987,METRO DISTRICT,STATE
HENNEPIN,I 394R EB,I 394 & DOWNTOWN RAMPS,27776B,ADEQ,94.70,2175.00,METRO,538,1987,METRO DISTRICT,STATE
HENNEPIN,I 394R EB off ramp,EB I 394 (DOWNTOWN),27776H,ADEQ,96.80,1087.00,METRO,207,1987,METRO DISTRICT,STATE
HENNEPIN,I 394R EB on ramp,TH 100 NB,27750A,ADEQ,97.00,3800.00,METRO,96,1989,METRO DISTRICT,STATE
HENNEPIN,I 394R EB on ramp,TH 100 SB,27751,ADEQ,97.00,3800.00,METRO,396,1989,METRO DISTRICT,STATE
HENNEPIN,I 394R EB on ramp,SB TH 100 TO 394 HOV EB,27754A,ADEQ,99.00,3800.00,METRO,535,1989,METRO DISTRICT,STATE
HENNEPIN,I 394R ramp,NB TH 100 TO 394 HOV EB,27753,ADEQ,97.00,7600.00,METRO,520,1989,METRO DISTRICT,STATE
HENNEPIN,I 394R ramp,394 HOV WB TO NB TH 100,27753A,ADEQ,97.00,3800.00,METRO,360,1989,METRO DISTRICT,STATE
HENNEPIN,I 394R ramp,LINDEN AVE/DUNWOODY BLVD,27776D,F.O.,87.20,2000.00,METRO,512,1987,METRO DISTRICT,STATE
HENNEPIN,I 394R WB,I 394 WB ON RAMP,27776C,ADEQ,95.70,2175.00,METRO,626,1987,METRO DISTRICT,STATE
HENNEPIN,I 394R WB on ramp,WB I 94 (ST. PAUL),27776E,ADEQ,96.80,1087.00,METRO,311,1987,METRO DISTRICT,STATE
HENNEPIN,I 394R WB on ramp,I 394 WB (DOWNTOWN),27776G,ADEQ,96.80,1087.00,METRO,205,1987,METRO DISTRICT,STATE
HENNEPIN,I 394R WB ramp,TH 100 SB,27751A,ADEQ,95.00,7600.00,METRO,179,1989,METRO DISTRICT,STATE
HENNEPIN,I 494,34TH AVE S,27765,ADEQ,87.90,121000.00,METRO,205,1983,METRO DISTRICT,STATE
HENNEPIN,I 494,WB 494 & 5 TO EB 494 & 5,27767,ADEQ,87.90,121000.00,METRO,162,1982,METRO DISTRICT,STATE
HENNEPIN,I 494,TH 100,27V38,ADEQ,86.30,130000.00,METRO,675,2003,METRO DISTRICT,STATE
HENNEPIN,I 494 EB,I 35W, 6851,F.O.,88.20,73500.00,METRO,181,1956,METRO DISTRICT,STATE
HENNEPIN,I 494 EB,MINNESOTA RIVER, 9217E,ADEQ,94.80,43000.00,METRO,"4,509",1981,METRO DISTRICT,STATE
HENNEPIN,I 494 EB,PRAIRIE CENTER DRIVE,27714,ADEQ,87.60,31500.00,METRO,156,1983,METRO DISTRICT,STATE
HENNEPIN,I 494 NB,I 394 & COLLECTOR RDS,27829,ADEQ,94.50,47000.00,METRO,288,1986,METRO DISTRICT,STATE
HENNEPIN,I 494 NB,SCHMIDT LAKE RD,27974,ADEQ,94.50,39500.00,METRO,113,1965,METRO DISTRICT,STATE
HENNEPIN,I 494 NB,CP RAIL,27976,S.D.,82.70,39500.00,METRO,132,1965,METRO DISTRICT,STATE
HENNEPIN,I 494 NB,HACKAMORE RD(CTY RD 47),27978,ADEQ,88.00,29500.00,METRO,139,1965,METRO DISTRICT,STATE
HENNEPIN,I 494 NB,MINNETONKA DR  CSAH 5,27V06,ADEQ,98.00,45000.00,METRO,339,1998,METRO DISTRICT,STATE
HENNEPIN,I 494 NB,BNSF RR & STONE RD,27V08,ADEQ,98.00,45000.00,METRO,206,1998,METRO DISTRICT,STATE
HENNEPIN,I 494 NB,TH 5,27V10,ADEQ,93.00,31500.00,METRO,230,1999,METRO DISTRICT,STATE
HENNEPIN,I 494 NB,TH 62,27V50,ADEQ,95.50,33500.00,METRO,214,2005,METRO DISTRICT,STATE
HENNEPIN,I 494 NB,CP RAIL,27V52,ADEQ,95.00,40500.00,METRO,109,2005,METRO DISTRICT,STATE
HENNEPIN,I 494 NB,HENN CO TRAIL,27V54,ADEQ,95.00,40500.00,METRO,203,2005,METRO DISTRICT,STATE
HENNEPIN,I 494 NB,BAKER RD (CSAH 60),27V56,ADEQ,95.00,40500.00,METRO,237,2005,METRO DISTRICT,STATE
HENNEPIN,I 494 NB to 94 WB,TH94 EB,27907,ADEQ,98.00,38000.00,METRO,279,1969,METRO DISTRICT,STATE
HENNEPIN,I 494 NBon-off rmp,MINNEHAHA CREEK,91052,ADEQ,81.80,5200.00,METRO,24,1965,METRO DISTRICT,STATE
HENNEPIN,I 494 SB,I 394 & COLLECTOR RDS,27830,ADEQ,94.50,47000.00,METRO,288,1986,METRO DISTRICT,STATE
HENNEPIN,I 494 SB,SCHMIDT LAKE RD,27973,ADEQ,95.30,39500.00,METRO,113,1965,METRO DISTRICT,STATE
HENNEPIN,I 494 SB,CP RAIL,27975,S.D.,82.70,39500.00,METRO,132,1965,METRO DISTRICT,STATE
HENNEPIN,I 494 SB,HACKAMORE RD(CTY RD 47),27977,ADEQ,97.00,29500.00,METRO,139,1965,METRO DISTRICT,STATE
HENNEPIN,I 494 SB,MINNETONKA DR  CSAH 5,27V05,ADEQ,98.00,45000.00,METRO,339,1998,METRO DISTRICT,STATE
HENNEPIN,I 494 SB,BNSF RR & STONE RD,27V07,ADEQ,98.00,45000.00,METRO,206,1998,METRO DISTRICT,STATE
HENNEPIN,I 494 SB,TH 5,27V09,ADEQ,93.00,31500.00,METRO,228,1999,METRO DISTRICT,STATE
HENNEPIN,I 494 SB,TH 62,27V49,ADEQ,95.50,33500.00,METRO,214,2005,METRO DISTRICT,STATE
HENNEPIN,I 494 SB,CP RAIL,27V51,ADEQ,95.00,40500.00,METRO,109,2005,METRO DISTRICT,STATE
HENNEPIN,I 494 SB,HENN CO TRAIL,27V53,ADEQ,95.00,40500.00,METRO,203,2005,METRO DISTRICT,STATE
HENNEPIN,I 494 SB,BAKER RD(CSAH 60),27V55,ADEQ,95.00,40500.00,METRO,237,2005,METRO DISTRICT,STATE
HENNEPIN,I 494 WB,I 35W, 6850,F.O.,88.20,73500.00,METRO,181,1956,METRO DISTRICT,STATE
HENNEPIN,I 494 WB,MINNESOTA RIVER, 9217W,ADEQ,94.80,43000.00,METRO,"4,394",1981,METRO DISTRICT,STATE
HENNEPIN,I 494 WB,PRAIRIE CENTER DRIVE,27713,ADEQ,87.60,31500.00,METRO,156,1983,METRO DISTRICT,STATE
HENNEPIN,I 494 WB off ramp,PRAIRIE CENTER DRIVE,27713A,ADEQ,98.70,4000.00,METRO,156,1983,METRO DISTRICT,STATE
HENNEPIN,I 494 WB off ramp,TO 34TH AVENUE,27769,ADEQ,98.60,6000.00,METRO,198,1983,METRO DISTRICT,STATE
HENNEPIN,I 694,TH 252 & SB OFF RAMP,27891,ADEQ,80.50,142000.00,METRO,171,1980,METRO DISTRICT,STATE
HENNEPIN,I 694 EB,I 94 WB,27734,ADEQ,91.20,49500.00,METRO,335,1980,METRO DISTRICT,STATE
HENNEPIN,I 694 EB,MISSISSIPPI RIVER,27801,ADEQ,91.70,71000.00,METRO,776,1988,METRO DISTRICT,STATE
HENNEPIN,I 694 EB,SHINGLE CREEK,27926,ADEQ,96.70,48500.00,METRO,73,1964,METRO DISTRICT,STATE
HENNEPIN,I 694 EB on ramp,I 94 EB,27960,ADEQ,98.60,5200.00,METRO,312,1980,METRO DISTRICT,STATE
HENNEPIN,I 694 WB,WB/MISSISSIPPI RIVER, 9321,ADEQ,84.20,71000.00,METRO,776,1963,METRO DISTRICT,STATE
HENNEPIN,I 694 WB off ramp,TH 252 SB RAMP,27890,ADEQ,98.60,5000.00,METRO,129,1988,METRO DISTRICT,STATE
HENNEPIN,I 94,"MISS R, RAMP, W RIVER RD", 9350,ADEQ,85.50,167000.00,METRO,"1,001",1963,METRO DISTRICT,STATE
HENNEPIN,I 94,FRANKLIN TERRACE, 9893,ADEQ,85.50,167000.00,METRO,119,1962,METRO DISTRICT,STATE
HENNEPIN,I 94,SHINGLE CREEK,27717,ADEQ,85.00,126000.00,METRO,77,1980,METRO DISTRICT,STATE
HENNEPIN,I 94,GLENWOOD AVE & RR'S,27727,ADEQ,82.70,117000.00,METRO,"1,511",1978,METRO DISTRICT,STATE
HENNEPIN,I 94,DUNWOODY BLVD,27799,ADEQ,78.00,165000.00,METRO,520,1968,METRO DISTRICT,STATE
HENNEPIN,I 94,PED PATH,27810,ADEQ,85.00,126000.00,METRO,74,1982,METRO DISTRICT,STATE
HENNEPIN,I 94,TH 55 & RAMPS,27855,F.O.,77.60,132000.00,METRO,609,1967,METRO DISTRICT,STATE
HENNEPIN,I 94,CP RAIL & CITY ST,27859,ADEQ,82.50,132000.00,METRO,304,1968,METRO DISTRICT,STATE
HENNEPIN,I 94,CEDAR AVE,27863,ADEQ,80.10,148000.00,METRO,170,1966,METRO DISTRICT,STATE
HENNEPIN,I 94,RUSH CREEK,91178,ADEQ,72.00,89000.00,METRO,34,1969,METRO DISTRICT,STATE
HENNEPIN,I 94,BASSETT CREEK TUNNEL,93482,ADEQ,69.40,117000.00,METRO,26,1915,METRO DISTRICT,STATE
HENNEPIN,I 94  SB off ramp,BNSF RR & UP RR,27726A,ADEQ,96.30,10900.00,METRO,623,1979,METRO DISTRICT,STATE
HENNEPIN,I 94 E Frontage Rd,LYNDALE AVENUE NB,27799L,F.O.,78.00,10500.00,METRO,509,1968,METRO DISTRICT,STATE
HENNEPIN,I 94 E Frontage Rd,BASSETT CREEK,91334,ADEQ,66.00,9300.00,METRO,30,1915,METRO DISTRICT,STATE
HENNEPIN,I 94 EB,SHINGLE CREEK,27909,ADEQ,95.70,60000.00,METRO,73,1980,METRO DISTRICT,STATE
HENNEPIN,I 94 EB,BROOKLYN BLVD  CO. 152,27924,ADEQ,97.00,52500.00,METRO,234,1964,METRO DISTRICT,STATE
HENNEPIN,I 94 EB,CROW RIVER,27942,ADEQ,93.20,36500.00,METRO,300,1973,METRO DISTRICT,STATE
HENNEPIN,I 94 EB,RICE LAKE,27968,ADEQ,98.00,47500.00,METRO,102,1969,METRO DISTRICT,STATE
HENNEPIN,I 94 EB,ELM CREEK,27970,ADEQ,98.00,47500.00,METRO,91,1969,METRO DISTRICT,STATE
HENNEPIN,I 94 EB,W BROADWAY (CSAH8),27V40,ADEQ,90.70,49000.00,METRO,0,2001,METRO DISTRICT,STATE
HENNEPIN,I 94 EB,CSAH 81 & BNSF RR,27V44,ADEQ,94.30,49000.00,METRO,0,2001,METRO DISTRICT,STATE
HENNEPIN,I 94 EB off ramp,GLENWOOD AVE,27726,ADEQ,97.40,10900.00,METRO,815,1979,METRO DISTRICT,STATE
HENNEPIN,I 94 EB off ramp,I 94 & WB OFF RAMP,27998,ADEQ,82.00,4000.00,METRO,301,1994,METRO DISTRICT,STATE
HENNEPIN,I 94 EB on ramp,LYNDALE AVENUE SB,27799R,ADEQ,85.80,25400.00,METRO,784,1969,METRO DISTRICT,STATE
HENNEPIN,I 94 EB on ramp,I 94 & RAMPS,27860,ADEQ,94.00,6000.00,METRO,312,1994,METRO DISTRICT,STATE
HENNEPIN,I 94 EB on ramp,LYNDALE & HENN AVE & RMP,27963,F.O.,95.00,12250.00,METRO,394,1965,METRO DISTRICT,STATE
HENNEPIN,I 94 EB on ramp,LYNDALE AVE & RAMP,27965,ADEQ,68.80,10250.00,METRO,291,1965,METRO DISTRICT,STATE
HENNEPIN,I 94 EB on Ramp,LRT & FRONT ROAD,27V28,ADEQ,96.00,13000.00,METRO,415,2000,METRO DISTRICT,STATE
HENNEPIN,I 94 NB off ramp,GLENWOOD AVE & RR,27727A,ADEQ,97.20,10600.00,METRO,"1,264",1978,METRO DISTRICT,STATE
HENNEPIN,I 94 NB off ramp,"I 94, RAMP & SB LYNDALE",27793,F.O.,94.00,18152.00,METRO,315,1968,METRO DISTRICT,STATE
HENNEPIN,I 94 NB off ramp,NB ON RAMP,27818,ADEQ,98.50,7000.00,METRO,117,1980,METRO DISTRICT,STATE
HENNEPIN,I 94 NB on ramp,GLENWOOD AVE  & RR,27728,ADEQ,98.50,7100.00,METRO,"1,475",1978,METRO DISTRICT,STATE
HENNEPIN,I 94 SB off ramp,LYNDALE AVE N & RR,27726B,F.O.,93.30,10900.00,METRO,"1,100",1979,METRO DISTRICT,STATE
HENNEPIN,I 94 SB on ramp,GLENWOOD AVE & RR'S,27727B,F.O.,94.40,8000.00,METRO,"1,896",1978,METRO DISTRICT,STATE
HENNEPIN,I 94 SB on ramp,SB OFF RAMP,27817,ADEQ,85.40,6700.00,METRO,257,1980,METRO DISTRICT,STATE
HENNEPIN,I 94 W Frontage Rd,BASSETT CREEK,93483,ADEQ,81.70,6400.00,METRO,24,1980,METRO DISTRICT,STATE
HENNEPIN,I 94 WB,TH 252 SB,27805,ADEQ,94.00,26500.00,METRO,237,1964,METRO DISTRICT,STATE
HENNEPIN,I 94 WB,I 35W  & SB ON RAMP,27848,ADEQ,90.40,66000.00,METRO,407,1967,METRO DISTRICT,STATE
HENNEPIN,I 94 WB,BROOKLYN BLVD  CO. 152,27923,ADEQ,97.00,52500.00,METRO,234,1965,METRO DISTRICT,STATE
HENNEPIN,I 94 WB,SHINGLE CREEK,27925,ADEQ,96.70,60000.00,METRO,73,1964,METRO DISTRICT,STATE
HENNEPIN,I 94 WB,CROW RIVER,27943,ADEQ,98.00,36500.00,METRO,300,1973,METRO DISTRICT,STATE
HENNEPIN,I 94 WB,RICE LAKE CHANNEL,27967,ADEQ,98.00,47500.00,METRO,102,1969,METRO DISTRICT,STATE
HENNEPIN,I 94 WB,ELM CREEK,27969,ADEQ,97.60,47500.00,METRO,91,1969,METRO DISTRICT,STATE
HENNEPIN,I 94 WB,W BROADWAY (CSAH 8),27V39,ADEQ,90.70,49000.00,METRO,0,2001,METRO DISTRICT,STATE
HENNEPIN,I 94 WB,CSAH 81 & BNSF RR,27V43,ADEQ,94.30,49000.00,METRO,0,2001,METRO DISTRICT,STATE
HENNEPIN,I 94 WB off ramp,CP RAIL & CITY ST,27861,S.D.,65.00,11000.00,METRO,268,1968,METRO DISTRICT,STATE
HENNEPIN,I 94 WB off ramp,"LYNDALE & HENN AVE, RMPS",27961,ADEQ,80.00,10400.00,METRO,465,1969,METRO DISTRICT,STATE
HENNEPIN,I 94 WB on ramp,I 94 & TH 65,27842,S.D.,64.80,20000.00,METRO,534,1966,METRO DISTRICT,STATE
HENNEPIN,I 94 WB on ramp,I 35W & SB ON RAMP,27850,ADEQ,97.50,7300.00,METRO,362,1967,METRO DISTRICT,STATE
HENNEPIN,I 94 WB on ramp,SHINGLE CREEK,27904,ADEQ,99.00,5400.00,METRO,98,1980,METRO DISTRICT,STATE
HENNEPIN,Inbnd Airport Rd,OUTBND AIRPORT RD, 9154,ADEQ,95.40,15500.00,METRO,134,1959,METRO DISTRICT,STATE
HENNEPIN,IRVING AVE N,BASSETT CREEK,L5766,S.D.,71.00,50.00,METRO,49,1936,CITY OF MINNEAPOLIS,CITY
HENNEPIN,JAMES AVE S,MINNEHAHA CREEK,27A14,ADEQ,96.90,771.00,METRO,43,1993,CITY OF MINNEAPOLIS,CITY
HENNEPIN,John Martin Dr,TH 100 & OFF RAMP,27042,ADEQ,83.80,6000.00,METRO,312,1970,METRO DISTRICT,STATE
HENNEPIN,Johnson St NE,I 35W & NB OFF RAMP,27885,ADEQ,77.00,8500.00,METRO,498,1972,METRO DISTRICT,STATE
HENNEPIN,LAKE NOKOMIS PKWY,MINNEHAHA CREEK,L5735,F.O.,51.50,2811.00,METRO,36,1925,CITY OF MINNEAPOLIS,OTHER
HENNEPIN,LAKE OF ISLES BLVD,CHANNEL,L5722,F.O.,66.80,5097.00,METRO,76,1912,CITY OF MINNEAPOLIS,OTHER
HENNEPIN,LAKE ST (MUN 165),MINNEHAHA CREEK,27A57,ADEQ,99.90,1375.00,METRO,47,2002,CITY OF HOPKINS,CITY
HENNEPIN,LASALLE AVE,TH 94,27836,ADEQ,85.00,7100.00,METRO,233,1964,METRO DISTRICT,STATE
HENNEPIN,LILAC DRIVE N.,DNR WETLAND,27A74,ADEQ,91.40,1000.00,METRO,721,2003,CITY OF ROBBINSDALE,CITY
HENNEPIN,Linden Ave,I 394,27701,ADEQ,87.00,3000.00,METRO,183,1985,METRO DISTRICT,STATE
