"ID","NAME","TREASURER","ADDRESS1","ADDRESS2","CITY","STATE","ZIP","DESIGNATE","TYPE","PARTY","FILEFREQ","INTEREST","CONNECTED","CAND_ID","COMMCODE"
"C00234682","COMMERCIAL LAW LEAGUE OF AMERICA POLITICAL ACTION COMMITTEE","DAVID R WATSON","70 EAST LAKE STREET","SUITE 630","CHICAGO","IL","60601","U","Q",,"Q","T","COMMERCIAL LAW LEAGUE OF AMERICA",,
"C00235036","ZURICH HOLDING COMPANY OF AMERICA COMMITTEE FOR GOOD GOVERNMENT (Z-PAC)","Bradley, Thomas A","1201 F Street NW",".","Washington","DC","20004","U","Q",,"Q","C","FARMERS GROUP INC POLITICAL ACTION COM",,
"C00235176","KINETIC CONCEPTS INC POLITICAL ACTION COMMITTEE (KCIPAC)","LULU P. OLSON","PO BOX 659508",,"SAN ANTONIO","TX","78265",,"Q",,"M","C","KINETIC CONCEPTS INC",,
"C00235184","NORTH CAROLINA PORK COUNCIL PAC (NCP PAC) FKA N C PORK PRODUCERS ASSOC IN PAC","CAVE, AMY M.","2300 REXWOODS DRIVE SUITE 340",,"RALEIGH","NC","27607","U","Q",,"Q","T","NORTH CAROLINA PORK COUNCIL",,
"C00235309","DIRECT VOICE, THE POLITICAL ACTION COMMITTEE OF THE DIRECT MARKETING ASSOCIATION","Donovan, Timothy J.","1615 L STREET, NW","SUITE 1100","WASHINGTON","DC","20036","U","Q",,"M","T","Direct Marketing Association",,
"C00235515","FRIENDS OF JOE LIEBERMAN","LYNN FUSCO","PO BOX 231294","STATE HOUSE SQUARE","HARTFORD","CT","06123","P","S","DEM","Q",,,"S8CT00022",
"C00235572","ORRINPAC","STANLEY R. DE WAAL","175 S. WEST TEMPLE SUITE 650",,"SALT LAKE CITY","UT","84101","U","Q",,"M","M","NONE",,
"C00235655","BLUEGRASS COMMITTEE","Larry Steinberg","400 N Capitol St NW #585","#585","Washington","DC","20001","U","Q",,"Q","M","None",,
"C00235721","DORNAN FOR CONGRESS","Dornan, Robert K.","8623 BEAVER POND LANE","PLAZA ALICANTE","FAIRFAX STATION","VA","22039","P","H","REP","Q",,,"H6CA27124",
"C00235739","BURLINGTON NORTHERN SANTA FE CORPORATION RAILPAC (BNSF RAILPAC)","Murphy, Patricia","P.O. Box 961039","Suite 220","Fort Worth","TX","76161",,"Q",,"M","C","Burlington Northern Santa Fe Corporati",,
"C00235762","NATIONAL AUTOMATIC MERCHANDISING ASSOCIATION POLITICAL ACTION COMMITTEE (NAMAPAC)","BRIAN B ALLEN","RM 3500 - 20 N WACKER DRIVE",,"CHICAGO","IL","60606","U","Q",,"Q","T","NAT'L AUTOMATIC MERCHANDISING ASS'N",,
"C00235853","HUMAN RIGHTS CAMPAIGN PAC","Jim Rinefierd","1640 Rhode Island Avenue NW",,"Washington","DC","20036",,"Q",,"M","T","Human Rights Campaign",,
"C00235861","ALLEN COUNTY RIGHT TO LIFE INC POLITICAL ACTION COMMITTEE","ANNE WALL","3409 CONESTOGA DR SUITE A",,"FORT WAYNE","IN","46808","U","Q",,"Q","M","ALLEN COUNTY RIGHT TO LIFE CMTE INC",,
"C00235879","NATIONAL SMALL BUSINESS UNITED SMALL BUSINESS VICTORY FUND","TODD O MCCRACKEN","1156 15TH STREET NW SUITE 1100",,"WASHINGTON","DC","20005","U","Q",,"A","T","NATIONAL SMALL BUSINESS UNITED",,
"C00235911","CHROMALLOY GAS TURBINE CORPORATION POLITICAL ACTION COMMITTEE","Orozco, Esmeralda","4430 DIRECTOR DRIVE","PO BOX 200150","SAN ANTONIO","TX","78220","U","Q",,"Q","C","CHROMALLOY GAS TURBINE CORPORATION",,
"C00235929","CALIFORNIA CREDIT UNION LEAGUE PAC - FEDERAL","Eichman, J. Richard","1201 K Street, Suite 1050",".","Sacramento","CA","95814","U","Q",,"Q","T","Credit Union Legislative Action Counci",,
"C00236034","WERNER ENTERPRISES INC POLITICAL ACTION COMMITTEE","ROBERT E SYNOWICKI","14507 FRONTIER ROAD","P O BOX 37308","OMAHA","NE","68138",,"Q",,"Q","C","WERNER ENTERPRISES INC",,
"C00236083","S&B PAC","Reddish, Harold J","7825 PARK PLACE BLVD",,"HOUSTON","TX","77087",,"Q",,"Q","C","S & B ENGINEERS INC",,
"C00236174","DOWNEY SAVINGS AND LOAN ASSOCIATION, F.A. - PAC","KENT SMITH","3501 JAMBOREE ROAD","NORTH TOWER FIFTH FLOOR","NEWPORT BEACH","CA","92660","U","N",,"Q","C","DOWNEY SAVINGS AND LOAN ASSOCIATION",,
"C00236372","CARLSON RESTAURANTS WORLDWIDE PARTICIPATING ACTIVE CITIZENS","LESLIE SHARMAN","4201 MARSH LANE",,"CARROLLTON","TX","75007","U","Q",,"M","C","CARLSON RESTAURANTS WORLDWIDE INC",,
"C00236414","AEGON USA, LLC PAC","de Cervens, Jeanne Ms.","1111 North Charles Street",,"Baltimore","MD","21201","U","Q",,"Q","C","AEGON USA, LLC",,
"C00236430","AMCORE PAC - FED FUND - AMCORE FINANCIAL, INC.","Sutfin, Judith Carre","501 Seventh Street",,"Rockford","IL","61110",,"Q",,"Q","C","AMCORE Financial, Inc.",,
"C00236489","KOCH INDUSTRIES INC POLITICAL ACTION COMMITTEE (KOCHPAC)","Lacye R. Tennille","655 15th Street NW Suite 445",,"Washington","DC","20005","U","Q",,"M","C","Koch Industries Inc.",,
"C00236513","ENGEL FOR CONGRESS","Arnold Linhardt","462 California Road",,"Bronxville","NY","10708","P","H","DEM","Q",,,"H8NY19058",
"C00236570","SEVERSTAL WARREN INC PAC-FEDERAL","P J SANT'EUFEMIA","1040 PINE AVENUE SW",,"WARREN","OH","44483",,"Q",,"Q","C","WCI STEEL INC",,
"C00236588","GOVERNMENT PERSONNEL MUTUAL POLITICAL ACTION COMMITTEE (AKA GPM PAC)","PAMELA A HUTCHINS","2211 N E LOOP 410","PO BOX 790270, 78284","SAN ANTONIO","TX","78217",,"N",,"M","W","GOVT PERSONNEL MUTUAL LIFE INSUR CO",,
"C00236596","WORLD ALLIANCE FOR ISRAEL POLITICAL ACTION COMMITTEE","BETTY PRESLEY","30151 TOMAS",,"RANCHO SANTA MARGA","CA","92688","U","Q",,"Q","M","NONE",,
"C00236653","C-COR.NET CORP POLITICAL ACTION COMMITTEE","JOSEPH E ZAVACKY","60 DECIBEL ROAD",,"STATE COLLEGE","PA","16801",,"N",,"T","C","C-COR.NET CORP",,
"C00236661","COALITION FOR ASIAN PACIFIC AMERICANS","DALE MINAMI","360 POST STREET, 8TH FLOOR","UNION SQUARE","SAN FRANCISCO","CA","94108",,"Q",,"T","M","NONE",,
"C00236687","NATIONAL ASSOCIATION OF SHAREHOLDERS & CONSUMER ATTORNEYS PAC","Barry Weprin","c/o Milberg Weiss","One Pennsylvania Plaza","New York","NY","10119","U","Q",,"Q","T","National Association of Shareholders &",,
"C00236760","ULLICO INC. POLITICAL ACTION COMMITTEE (ULLIPAC)","KENNEDY, JAMES J JR","1625 EYE ST NW",,"WASHINGTON","DC","20006","U","Q",,"M","C","ULLICO INC",,
"C00236778","OWNER-OPERATOR INDEPENDENT DRIVERS ASSN INC POLITICAL ACTION COMMITTEE (AKA OOIDA-PAC)","Craig, Richard Mr.","P.O. Box 1000","1 NW OOIDA Drive","Grain Valley","MO","64029","U","Q",,"Q","T","Owner Operator Independent Drivers Ass",,
"C00236810","WAYNE ALLARD FOR UNITED STATES SENATE COMMITTEE","KERMIT L ALLARD","PO BOX 32",,"LOVELAND","CO","80539","P","S",,"T",,,"S6CO00168",
"C00236968","LTK CONSULTING SERVICES INC - PAC","CHRISTOPHER L LAWLOR","100 WEST BUTLER AVE",,"AMBLER","PA","19002",,"N",,"Q","C","LTK CONSULTING SERVICES INC",,
"C00237065","PORTLAND CEMENT ASSOCIATION INC. PCA PAC","Creighton, Richard C. Mr.","500 New Jersey Avenue NW","7th Floor","Washington","DC","20001",,"Q",,"Q","T","Portland Cement Association Inc.",,
"C00237156","QWEST COMMUNICATIONS INTERNATIONAL INC POLITICAL ACTION COMMITTEE","Hanger, Lillian","607 14th Street N.W.","Suite 950","Washington","DC","20005","U","Q",,"M","C","Qwest Communications International Inc",,
"C00237198","FRIENDS OF JOHN BOEHNER","Clancy, Margee","7908 Cincinnati Dayton Road","Suite I2","West Chester","OH","45069","P","H","REP","Q",,"McConnell/Boehner Committee","H0OH08029",
"C00237404","WOMEN IN PSYCHOLOGY FOR LEGISLATIVE ACTION","Nordal, Katherine C. Dr.","P.O. Box 38129",,"Colorado Springs","CO","80937",,"Q",,"Q","M","NONE",,
"C00237495","CA HOSPITAL ASSN PAC-FED  SPONSORED BY CA ASSN OF HOPITALS & HEALTH SYTEMS  (CAHHS)","Eichman, J. Richard","1215 K Street Suite 800",".","Sacramento","CA","95814",,"Q",,"Q","T","California Assn of Hospitals & Health",,
"C00237644","NATIONAL TRUCK EQUIPMENT ASSOCIATION (TREQPAC) POLITICAL ACTION COMMITTEE","MICHAEL E KASTNER","1300 19th Street NW","Fifth Floor","Washington","DC","20036","U","Q",,"Q","T","NATIONAL TRUCK EQUIPMENT ASSOCIATION",,
"C00237941","FOGLIETTA FOR CONGRESS","MICHAEL FOGLIETTA","270 LOOKOUT PLACE",,"RADNOR","PA","19106","P","H","DEM","A",,,"H0PA01218",
"C00238204","PAKISTANI AMERICAN PUBLIC AFFAIRS COMMITTEE PAK-PAC","DR. PARVEZ SHAH","7350 VAN DUSEN ROAD SUITE 450",,"LAUREL","MD","20707","U","Q",,"Q","M","NONE",,
"C00238311","ABX AIR INC. PAC","HETE, JOE","145 Hunter Dr.",,"Wilmington","OH","45177","U","Q",,"Q","C","AIR TRANSPORT SERVICES GROUP, INC.",,
"C00238378","NUSSLE FOR CONGRESS COMMITTEE","Tammy Werger","P.O. Box 324","P.O. Box 324","Manchester","IA","52057","P","H","REP","T",,"Nussle for Congress Committee","H0IA02040",
"C00238444","COSTELLO FOR CONGRESS COMMITTEE","Costello, Daniel E.","P. O. BOX 8250",,"BELLEVILLE","IL","62222","P","H","DEM","Q",,,"H8IL21021",
"C00238691","CORRIDOR 67, INC POLITICAL ACTION COMMITTEE - PAC 67","M BLANCHETTE","155 WEST MORTON",,"JACKSONVILLE","IL","62650","U","Q",,"Q","W","CORRIDOR 67 INC",,
"C00238725","NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION PAC","Forrey, Pat Mr.","1325 Massachusetts Ave. NW",,"Washington","DC","20005","U","Q",,"M","L",,,
"C00238782","MONTANA HOSPITAL ASSOCIATION POLITICAL ACTION COMMITTEE-FEDERAL FUND","JOHN W FLINK","PO BOX 5119",,"HELENA","MT","59604","U","Q",,"Q","T","MONTANA HOSPITAL ASSOCIATION",,
"C00238865","FRIENDS OF ROSA DELAURO","HELAINE G.  LENDER","12 TRUMBULL STREET",,"NEW HAVEN","CT","06511","P","H","DEM","Q",,"NONE","H0CT03072",
"C00238907","REED COMMITTEE","ELIZABETH R YOUNG","PO BOX 8628",,"CRANSTON","RI","02920","P","S","DEM","Q",,,"S6RI00163",
"C00239038","FRIENDS OF BUD CRAMER","Henri B. McDaniel","POST OFFICE BOX 2621",,"Huntsville","AL","35804","P","H","DEM","Q",,,"H0AL05049",
"C00239285","GUARDIAN INDUSTRIES CORP. FEDERAL POLITICAL ACTION COMMITTEE","Walters, Peter S. Mr.","2300 Harmon Road",,"Auburn Hills","MI","48326",,"Q",,"M","C","Guardian Industries Corp.",,
"C00239392","CABLE TELEVISION ASSOCIATION OF MD, DE & DC","Conwell, John","2530 RIVA RD SUITE #316",,"ANNAPOLIS","MD","21401","U","N",,"Q","T","CABLE TELEVISION ASSOCIATION OF MD, DE",,
"C00239749","WIGGIN AND DANA POLITICAL ACTION COMMITTEE","ALAN G SCHWARTZ","ONE CENTURY TOWER","265 CHURCH STREET","NEW HAVEN","CT","06510","U","Q",,"Q","M","NONE",,
"C00239780","PHILIPS ELECTRONICS NORTH AMERICA CORPORATION EMPLOYEES POLITICAL ACTION COMMITTEE","Moorhead, Randall B.","1300 I Street, NW","Suite 1070 East","Washington","DC","20005","U","Q",,"M","C","Philips Electronics North America Corp",,
"C00239848","NUCLEAR ENERGY INSTITUTE FEDERAL POLITICAL ACTION COMMITTEE","Alex Flint","1776 I Street NW 4th Floor",,"Washington","DC","20006",,"Q",,"M","T","Nuclear Energy Institute",,
"C00239905","HOBSON FOR CONGRESS","D. Donald Jones","82 W. Columbia Street",,"Springfield","OH","45502","P","H","REP","Q",,,"H0OH07021",
"C00239939","NATIONAL SUNFLOWER POLITICAL ACTION COMMITTEE SUNPAC","JOHN SANDBAKKEN","4023 STATE STREET",,"BISMARCK","ND","58503","U","Q",,"Q","T","NATIONAL SUNFLOWER ASSOC",,
"C00239947","HARRAH'S ENTERTAINMENT INC. IMPACTS PUBLIC POLICY","Hartstern, Meredith Ms","One Harrah's Ct.",,"Las Vegas","NV","89119","U","Q",,"M","C","Harrah's Entertainment Inc",,
"C00240069","VECTREN CORPORATION EMPLOYEES FEDERAL PAC","Blenner, Leslie","Vectren Corporation Treasury Dept.","One Vectren Square","Evansville","IN","47708","U","Q",,"M","C","Vectren Corporation",,
"C00240093","TEXAS RICE PRODUCERS' LEGISLATIVE GROUP POLITICAL ACTION COMMITTEE","WILLIAM H HARRISON","PO DRAWER 247",,"EAGLE LAKE","TX","77434","U","Q",,"Q","W","TEXAS RICE PRODUCERS LEGISLATIVE GROUP",,
"C00240218","APRIA HEALTHCARE INC POLITICAL ACTION COMMITTEE (FKA)HOMEDCO INC PAC","RAOUL SMYTH","26220 ENTERPRISE COURT",,"LAKE FOREST","CA","92630","U","Q",,"Q","C","APRIA HEALTHCARE INC",,
"C00240226","NATIONAL GRAIN AND FEED ASSOCIATION'S FUND FOR BETTER GOVERNMENT COMMITTEE/GRAINPAC","CHRISTOPHER DANIEL HOLDGREVE","1250 EYE STREET SUITE 1003",,"WASHINGTON","DC","20005","U","Q",,"M","T","NATIONAL GRAIN & FEED ASSOCIATION",,
"C00240457","SOCIETY FOR RELIEF OF DISTRESSED AND DECAYED PILOTS POLITICAL ACTION COMMITTEE","Branin, Thomas S","c/o T. J. Tumola Duane Morris LLP","30 South 17th Street","Philadelphia","PA","19103","U","Q",,"M","W","The Society for Relief of Distressed a",,
"C00240465","CHET EDWARDS FOR CONGRESS","Lisa C Jaynes","PO Box 23273",,"WACO","TX","76702","P","H","DEM","Q",,"Frontline Democrats","H8TX06035",
"C00240911","JM FAMILY ENTERPRISES INC. PAC","Sonya Deen","100 Jim Moran Blvd.",".","Deerfield Beach","FL","33442","U","Q",,"M","C","JM Family Enterprises Inc.",,
"C00240986","SERRANO FOR CONGRESS","RAFAEL A. LANTIGUA","AUDUBON STATION","P.O. BOX 711","NEW YORK","NY","10032","P","H","DEM","Q",,"None","H0NY18065",
"C00241000","NATIONAL ASSOCIATION OF GOVERNMENT GUARANTEED LENDERS INC PAC","ANTHONY ROBERT WILKINSON","POST OFFICE BOX 332",,"STILLWATER","OK","74076",,"N",,"Q","T","NATL ASSOC/GOVT GUARANTEED LENDERS INC",,
"C00241083","REPUBLICANS FOR CHOICE PAC","Stone, Ann E. W. Ms.","205 S. Whiting St.","Suite 260","Alexandria","VA","22304","U","Q",,"M",,"None",,
"C00241323","LINCOLN CLUB OF RIVERSIDE COUNTY","Daley, Kathleen A.","P.O, Box 20065",,"Riverside","CA","92516","U","Q",,"Q",,"NONE",,
"C00241349","MORAN FOR CONGRESS","H. Robert Morrison","311 North Washington Street","Suite 200L","Alexandria","VA","22314","P","H","DEM","Q",,,"H0VA08040",
"C00241380","ARENT FOX LLP PAC (AFPAC)","ENGLE, CRAIG","Arent Fox LLP","1050 Connecticut Avenue, NW","Washington","DC","20036","U","Q",,"M","M","NONE",,
"C00241398","MARINE RETAILERS ASSOCIATION OF AMERICA COMMITTEE FOR RESPONSIBLE BOATING LEGISLATION","JOHN PHIL KEETER","PO BOX 1127",,"OAK PARK","IL","60304","U","Q",,"Q","T","MARINE RETAILERS ASS'N OF AMERICA",,
"C00241471","ALAN CROPSEY FOR CONGRESS","CAROLYN M CROPSEY","6860 INSLAND COURT",,"COLOMA","MI","49038","P","H",,"Q",,,"H0MI10113",
"C00241851","BRINKER INTERNATIONAL INC POLITICAL ACTION COMMITTEE","Perry, Marie","6820 LBJ Freeway",,"DALLAS","TX","75240",,"Q",,"M","C","Brinker International, Inc.",,
"C00242024","PLUMBERS PIPEFITTERS & M.E.S. LOCAL UNION 392 PAC","THOMAS G SULLIVAN","1228 CENTRAL PARKWAY",,"CINCINNATI","OH","45202","U","Q",,"Q","L","PLUMBERS PIPEFTRS/MES LOCAL UNION 392",,
"C00242040","FOREST LANDOWNERS ASSOCIATION INC. POLITICAL ACTION COMMITTEE","Jones, Scott","900 Circle 75 Parkway","Suite 205","Atlanta","GA","30339",,"Q",,"Q","T","Forest Landowners Association",,
"C00242057","REED SMITH POLITICAL ACTION COMMITTEE","DAVID C EVANS","1301 K STREET NW","SUITE 1100 EAST TOWER","WASHINGTON","DC","20005","U","Q",,"Q",,"NONE",,
"C00242263","RADIOSHACK GOVERNMENT ACTION FUND","Grothues, Arnold","300 RadioShack Circle","MS CF4-204","Fort Worth","TX","76102",,"Q",,"T","C","RadioShack Corporation",,
"C00242271","KINDRED HEALTHCARE INC. PAC","Robinson, Hank","680 S. Fourth St.","ONE VENCOR PLACE","Louisville","KY","40202","U","Q",,"M","C","Kindred Healtcare Inc.",,
"C00242370","MWH AMERICAS INC. EMPLOYEE PAC","Harper, David","380 Interlocken Crescent","Suite 200","Broomfield","CO","80021","U","Q",,"Q","C","MWH Americas Inc",,
"C00242768","JOHN T. DOOLITTLE FOR CONGRESS","BAUER, DAVID","2150 RIVER PLAZA DR. #150",,"SACRAMENTO","CA","95833","P","H","REP","Q",,,"H0CA14042",
"C00243220","SUPERVALU INC POLITICAL ACTION COMMITTEE (VALUPAC)","Christensen, Scott Mr.","PO BOX 20",".","BOISE","ID","83726","U","Q",,"M","C","SUPERVALU Inc",,
"C00243428","ANDREWS FOR CONGRESS COMMITTEE","Doherty, Maureen","215 Fourth Avenue","SUITE 200","Haddon Heights","NJ","08035","P","H","DEM","Q",,,"H0NJ01066",
"C00243444","ENERGYSOUTH PAC","G EDGAR DOWNING JR","2828 DAUPHIN STREET",,"MOBILE","AL","36606","U","N",,"Q","C","MOBILE GAS SERIVCE CORPORATION",,
"C00243659","HY-VEE INC EMPLOYEES' POLITICAL ACTION COMMITTEE","JOHN BRUMMIT","5820 WESTOWN PARKWAY",,"WEST DES MOINES","IA","50266","U","Q",,"M","C","HY-VEE INC",,
"C00243675","RIO TINTO AMERICA INC. PAC","DEBENEDICTIS, SCOTT J","4700 DAYBREAK PARKWAY","P.O. BOX 6333","SOUTH JORDAN","UT","84095","U","Q",,"Q","C","RIO TINTO AMERICA INC.",,
"C00243816","GILCHREST FOR CONGRESS","Lynn Caligiuri","220 Broadway",,"Centreville","MD","21617","P","H","REP","T",,,"H8MD01037",
"C00244129","JIM RAMSTAD VOLUNTEER COMMITTEE","Neil N. Lapidus","1809 Plymouth Road South #310","1809 Plymouth Road South #310","Minnetonka","MN","55305","P","H","REP","Q",,,"H0MN00013",
"C00244335","CITIZENS FOR ELEANOR HOLMES NORTON","Simons, William H","2201 Wisconsin Avenue, NW","Suite 320","Washington","DC","20007","P","H","DEM","Q",,,"H0DC00058",
"C00244400","LIVESTOCK MARKETING ASSOCIATION POLITICAL ACTION COMMITTEE (LMA-PAC)","NANCY J ROBINSON","10510 NW AMBASSADOR DRIVE",,"KANSAS CITY","MO","64153","U","Q",,"Q","T","LIVESTOCK MARKETING ASSOCIATION/CON",,
"C00244533","FRIANT WATER PAC","MICHAEL D. HAGMAN","3405 SOUTH WEST STREET",,"VISALIA","CA","93277","U","Q",,"Q","T","NONE",,
"C00244657","BEAVER COUNTY DEMOCRATIC COMMITTEE FEDERAL ELECTION ACCOUNT","JOHN ANOTLINE JR.","2027 MARSHALL ROAD",,"MONACA","PA","15061",,"Y","DEM","Q",,"NONE",,
"C00244863","NATIONAL ROOFING CONTRACTORS ASSOCIATION (ROOFPAC)","CRAIG S BRIGHTUP","324 FOURTH STREET NE",,"WASHINGTON","DC","20002",,"Q",,"M","T","NATIONAL ROOFING CONTRACTORS ASSOC",,
"C00245530","AMERICAN SOCIETY OF HEALTH SYSTEM PHARMACIST - PAC","Abramowitz, Paul W.","7272 Wisconsin Avenue",,"Bethesda","MD","20814","U","Q",,"M","T","American Society of Helath System Phar",,
"C00245548","NATIONAL MARINE MANUFACTURERS ASSOCIATION'S BOAT POLITICAL ACTION COMMITTEE","Williams, Wade S Mr.","444 North Capitol Street, N.W.","Suite 645","Washington","DC","20001","U","Q",,"M","T","National Marine Manufacturers Associat",,
"C00245712","COLLINS FOR CONGRESS","TERRY HASSE","PO BOX 07167",,"DETROIT","MI","48207","A","H",,"Q",,,"H8MI13102",
"C00245720","ENGLISH FIRST POLITICAL VICTORY FUND","WALTER J OLSON","8001 FORBES PLACE SUITE 102",,"SPRINGFIELD","VA","22151","U","Q",,"Q","C","ENGLISH FIRST",,
"C00245910","PACIFIC COAST PRODUCERS POLITICAL ACTION COMMITTEE","MARK M WAHLMAN","631 NORTH CLUFF AVENUE",,"LODI","CA","95241","U","Q",,"Q","V","PACIFIC COAST PRODUCERS",,
"C00246306","IPAA WILDCATTERS FUND","Naatz, Dan","1201 15th Street, NW","Suite 300","Washington","DC","20005",,"Q",,"M","V","Independent Petroleum Association of A",,
"C00246348","OTTAWA COUNTY DEMOCRATIC PARTY","Kirsch, Joseph Basil","PO Box 1792",,"Holland","MI","49422","U","Y","DEM","Q",,"Michigan Democratic Party",,
"C00246371","CONNECTICUT CHIROPRACTIC ASSOCIATION INC POLITICAL ACTION COMMITTEE","LINDA A KOWALSKI","53 RUSS STREET 2ND FLOOR",,"HARTFORD","CT","06106",,"N",,"Q","T","CONNECTICUT CHIROPRACTIC ASSOC INC",,
"C00246421","ASSOCIATION OF PROFESSIONAL FLIGHT ATTENDANTS (APFA PAC) POLITICAL ACTION COMMITTEE","CATHY LUKENSMEYER","1004 W EULESS BLVD",,"EULESS","TX","76040","U","Q",,"Q","L","ASS'N OF PROF FLIGHT ATTENDANTS (APFA)",,
"C00246686","WESTMORELAND COAL COMPANY POLITICAL ACTION COMMITTEE","MICHAEL H. SANTISTEVAN","2 N CASCADE AVE 3RD FLOOR",".","COLORANDO SPRINGS","CO","80903","U","N",,"T","C","WESTMORELAND COAL COMPANY",,
"C00246736","SEABOARD CORPORATION POLITICAL ACTION COMMITTEE","Dannov, David","9000 W. 67th Street",,"Shawnee Mission","KS","66201","U","Q",,"Q","C","SEABOARD CORPORATION",,
"C00246827","AMERICAN TASK FORCE FOR LEBANON LEGISLATIVE COUNCIL/PAC","DAVID J SADD","1100 CONNECTICUT AVE NW STE-1250",,"WASHINGTON","DC","20036","U","Q",,"Q","C","AMER TASK FOR LEBANON LEGISLATIVE COUN",,
"C00247148","SHW-PAC","DAVID R HODGMAN","7200 SEARS TOWER","233 SOUTH WACKER DRIVE","CHICAGO","IL","60606",,"Q",,"Q",,"NONE",,
"C00247197","LOCAL 138 138A & 138B INTERNATIONAL UNIONOFOPERATINGENGINEERSPOLITICALACTIONFUND-FEDERAL","Barnett, Stephen Mr.","PO Box 206","137 Gazza Boulevard","Farmingdale","NY","11735","U","Q",,"Q","C","NY ST CONF OF THE INT'L UNION OF OPERA",,
"C00247262","MAGELLAN HEALTH SERVICES INC EMPLOYEE COMMITTEE FOR GOOD GOVERNMENT","M ROBIN COPELAND-CARMON","55 NOD ROAD",".","AVON","CT","06001","U","Q",,"M","C","MAGELLAN HEALTH SERVICES INC",,
"C00247379","ABERCROMBIE FOR CONGRESS","Endo, Jack Y.","c/o 1357 Kapiolani Blvd. Ste. 1005","c/o 1357 Kapiolani Blvd. Ste. 1005","Honolulu","HI","96814","P","H","DEM","Q",,,"H6HI01121",
"C00247403","NORPAC","Weinstein, Jeffrey","PO Box 5595",,"Englewood","NJ","07631",,"Q",,"M",,"NONE",,
"C00247494","FRELINGHUYSEN FOR CONGRESS '90","ALBERT N OLSEN","19 CATTANO AVENUE",,"MORRISTOWN","NJ","07960","A","H","REP","Q",,,"H2NJ05014",
"C00247569","HEALTHCARE DISTRIBUTION MANAGEMENT ASSOCIATION POLITICAL ACTION COMMITTEE","Bittman, Ann W.","901 North Glebe Road","Suite 1000","Arlington","VA","22203",,"Q",,"M","T","Healthcare Distribution Management Ass",,
"C00247734","COMMITTEE TO ELECT WILLIAM J JEFFERSON TO THE U S CONGRESS","ANGELA COLEMAN","1723 VALMONT STREET",,"NEW ORLEANS","LA","70115","A","H","DEM","A",,,"H0LA02119",
"C00247775","FEDERAL E ON US POLITICAL ACTION COMMITTEE","BRUCE W RAQUE CPA","220 W MAIN STREET C/O TAX DEPT",,"LOUISVILLE","KY","40202","U","Q",,"Q","C","LOUISVILLE GAS & ELECTRIC CO",,
"C00247783","MARYLAND RIGHT TO LIFE INC POLITICAL ACTION COMMITTEE","JOSEPH MORSON","700 MELVIN AVE STE 1",,"ANNAPOLIS","MD","21401",,"Q",,"Q","T","MARYLAND RIGHT TO LIFE INC",,
"C00247890","WINE AND SPIRITS WHOLESALERS OF CT, INC POLITICAL ACTION COMMITTEE","PETER A BERDON","132 TEMPLE STREET",,"NEW HAVEN","CT","06510","U","N",,"Q","T","WINE & SPIRITS WHOLESALERS OF CT INC",,
"C00247924","CALIFORNIA REPUBLICAN ASSEMBLY","Fugatt, John","14311 Riviera Drive",,"Huntington Beach","CA","92647",,"Q",,"Q","T","California Republican Assembly",,
"C00247973","MCCROSKEY FELDMAN COCHRANE & BROCK PAC","CHESSMAN, ROBERT O Mr.","1440 PECK STREET","PO BOX 27","MUSKEGON","MI","49443","U","N",,"T","C","McCROSKEY FELDMAN COCHRANE & BROCK PLC",,
"C00247981","DOW AGROSCIENCES LLC EMPLOYEE POLITICAL ACTION COMMITTEE (AGPAC), THE","Ayers, Mary B.","9330 Zionsville Road",,"Indianapolis","IN","46268",,"Q",,"Q","C","Dow AgoSciences LLC",,
"C00248047","BROUSE & MCDOWELL A LEGAL PROFESSIONAL ASSOCIATION FSL PAC","Fickes, John C. Mr.","388 South Main Street Suite 500","500 FIRST NATIONAL TOWER","AKRON","OH","44311",,"Q",,"Q","C","BROUSE & MCDOWELL A LEGAL PROFESSIONAL",,
"C00248195","WEXLER & WALKER PUBLIC POLICY ASSOC. POLITICAL ACTION COMMITTEE","Tripp, Mary","1317 F Street NW","Suite 600","Washington","DC","20004","U","Q",,"M","C","HILL & KNOWLTON INC. POLITICAL ACTION",,
"C00248245","AFFILIATED COMPUTER SERVICES INC. GOOD GOVERNMENT COMMITTEE","John Coleman","2828 N. Haskell Avenue",,"Dallas","TX","75204",,"Q",,"M","C","Affiliated Computer Services Inc.",,
"C00248310","BANKUNITED FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE","Adrover, Bernardo J.","7815 NW 148TH STREET",,"MIAMI LAKES","FL","33016","U","Q",,"Q","C","NONE",,
"C00248427","FOOTWEAR DISTRIBUTORS AND RETAILERS OF AMERICA INC POLITICAL ACTION COMMITTEE","PETER T MANGIONE","1319 F STREET N W  SUITE 700",,"WASHINGTON","DC","20004","U","N",,"Q","T","FOOTWEAR DIST & RETAIL OF AMERICA, INC",,
"C00248641","THELEN REID BROWN RAYSMAN & STEINER POLITICAL ACTION COMMITTEE","Dekker, David","701 Eighth Street, NW","Suite 800","WASHINGTON","DC","20001","U","Q",,"M",,"-",,
"C00248658","LOS ANGELES COUNTY LINCOLN CLUB","Boyd, Douglas R. Sr.","50 E Foothill Boulevard","Floor 3","Arcadia","CA","91006","U","Q",,"Q","T","NONE",,
